CODGEO,LIBGEO,part_employes
Orainville,0,29.1
Orgeval,0,0
Origny-en-Thiérache,6,31.5
Origny-Sainte-Benoite,5.2,19.5
Osly-Courtil,0,64.8
Ostel,0,0
Oulches-la-Vallée-Foulon,7.1,28.7
Oulchy-la-Ville,0,49.9
Oulchy-le-Château,4.2,40.7
Paars,0,24.4
Paissy,50,0
Pancy-Courtecon,33.3,0
Papleux,0,0
Parcy-et-Tigny,0,28.2
Parfondeval,0,0
Parfondru,0,28.9
Pargnan,N/A - division par 0,N/A - division par 0
Pargny-Filain,0,12.6
Pargny-la-Dhuys,0,0
Pargny-les-Bois,33.3,0
Parpeville,0,0
Pasly,0,57.2
Passy-en-Valois,0,0
Passy-sur-Marne,0,18.9
Pavant,0,18.1
Pernant,0,39.8
Pierremande,0,13.4
Pierrepont,12.6,53.3
Pignicourt,0,0
Pinon,3.8,18.5
Pithon,N/A - division par 0,N/A - division par 0
Pleine-Selve,0,0
Le Plessier-Huleu,100,0
Ploisy,2.8,16
Plomion,0,42.1
Ployart-et-Vaurseine,N/A - division par 0,N/A - division par 0
Pommiers,5.9,28.1
Pont-Arcy,0,33.3
Pontavert,0,28.2
Pontru,0,0
Pontruet,0,100
Pont-Saint-Mard,0,27.3
Pouilly-sur-Serre,3.6,10.2
Prémont,4.1,19.3
Prémontré,4.9,36.8
Presles-et-Boves,7.5,12.9
Presles-et-Thierny,0,25.3
Priez,0,0
Prisces,0,0
Proisy,0,68.5
Proix,0,0
Prouvais,0,25.1
Proviseux-et-Plesnoy,0,0
Puiseux-en-Retz,0,50
Puisieux-et-Clanlieu,0,24.4
Quierzy,0,37.2
Quincy-Basse,N/A - division par 0,N/A - division par 0
Quincy-sous-le-Mont,0,0
Raillimont,0,0
Ramicourt,0,0
Regny,0,0
Remaucourt,0,0
Remies,0,100
Remigny,0,49.7
Renansart,0,12.5
Renneval,0,0
Résigny,0,49.6
Ressons-le-Long,6.7,16.9
Retheuil,11.3,37.8
Reuilly-Sauvigny,0,51.1
Ribeauville,0,0
Ribemont,11.3,20
Rocourt-Saint-Martin,0,72.1
Rocquigny,0,18.4
Rogécourt,0,0
Rogny,17.6,16.2
Romeny-sur-Marne,10.7,12.5
Romery,0,25
Ronchères,0,0
Roucy,0,19.7
Rougeries,0,25
Roupy,0,2.8
Rouvroy,9.8,6.2
Rouvroy-sur-Serre,0,0
Royaucourt-et-Chailvet,0,13.8
Rozet-Saint-Albin,13.8,6.8
Rozières-sur-Crise,0,0
Rozoy-Bellevalle,0,40
Grand-Rozoy,0,40
Rozoy-sur-Serre,7.8,36.4
Saconin-et-Breuil,0,67.9
Sains-Richaumont,8.7,34.9
Saint-Algis,0,0
Saint-Aubin,0,42.6
Saint-Bandry,0,23.3
Saint-Christophe-à-Berry,0,24.7
Saint-Clément,0,0
Sainte-Croix,0,0
Saint-Erme-Outre-et-Ramecourt,8.6,42.2
Saint-Eugène,0,0
Sainte-Geneviève,0,0
Saint-Gengoulph,N/A - division par 0,N/A - division par 0
Saint-Gobain,6.2,39.7
Saint-Gobert,0,0
Saint-Mard,0,24.3
Saint-Martin-Rivière,0,20.4
Saint-Michel,9.8,22
Saint-Nicolas-aux-Bois,0,0
Saint-Paul-aux-Bois,0,37.7
Saint-Pierre-Aigle,10.2,19.4
Saint-Pierre-lès-Franqueville,0,0
Saint-Pierremont,N/A - division par 0,N/A - division par 0
Sainte-Preuve,21.9,32.9
Saint-Quentin,12.6,32.6
Saint-Rémy-Blanzy,0,19.5
Saint-Simon,8.8,45.9
Saint-Thomas,N/A - division par 0,N/A - division par 0
Samoussy,0,0
Sancy-les-Cheminots,N/A - division par 0,N/A - division par 0
Saponay,0,20.2
Saulchery,0,34.7
Savy,0,0
Seboncourt,5.2,17.9
Selens,0,20
La Selve,0,50
Septmonts,0,22.6
Septvaux,0,40
Sequehart,0,22.3
Serain,0,16
Seraucourt-le-Grand,0,19.7
Serches,0,0
Sergy,33.3,0
Seringes-et-Nesles,0,0
Sermoise,0,33.9
Serval,0,100
Servais,0,24.9
Séry-lès-Mézières,0,28.6
Silly-la-Poterie,50.7,49.3
Sinceny,6.3,32.8
Sissonne,6.8,53.2
Sissy,0,8.6
Soissons,13.7,35.5
Soize,0,21.9
Sommelans,0,0
Sommeron,0,0
Sommette-Eaucourt,0,14.4
Sons-et-Ronchères,0,3
Sorbais,0,0
Soucy,0,100
Soupir,0,21.9
Le Sourd,0,0
Surfontaine,0,20.1
Taillefontaine,32.5,37
Tannières,0,0
Tartiers,0,0
Tavaux-et-Pontséricourt,0,16.2
Tergnier,9.5,23
Terny-Sorny,0,9.5
Thenailles,0,33.4
Thenelles,9.3,48.8
Thiernu,0,50
Le Thuel,21.9,18.4
Torcy-en-Valois,80,0
Toulis-et-Attencourt,0,0
Travecy,0,31.1
Trefcon,0,0
Trélou-sur-Marne,0,11.1
Troësnes,N/A - division par 0,N/A - division par 0
Trosly-Loire,4.4,13.7
Trucy,0,0
Tugny-et-Pont,0,20
Tupigny,0,13.6
Ugny-le-Gay,0,16.6
Urcel,13.1,50.2
Urvillers,3.4,24.1
Vadencourt,0,11.9
Vailly-sur-Aisne,11.8,28.3
La Vallée-au-Blé,3.1,25.8
La Vallée-Mulâtre,33.3,33.3
Variscourt,0,100
Vassens,0,66.7
Vasseny,0,0
Vassogne,0,0
Vaucelles-et-Beffecourt,0,0
Vaudesson,50.7,0
Vauxrezis,0,54.1
Vauxaillon,0,0
Vaux-Andigny,13.5,14.1
Vauxbuin,6.7,31.9
Vaux-en-Vermandois,0,25
Vauxtin,N/A - division par 0,N/A - division par 0
Vendelles,0,0
Vendeuil,14.6,19.9
Vendhuile,9.5,12.8
Vendières,33.3,0
Vendresse-Beaulne,N/A - division par 0,N/A - division par 0
Vénérolles,4.5,14.6
Venizel,5.4,20.1
Verdilly,15.2,48.7
Le Verguier,0,49.2
Grand-Verly,0,0
Petit-Verly,N/A - division par 0,N/A - division par 0
Vermand,21.1,18.9
Verneuil-sous-Coucy,0,100
Verneuil-sur-Serre,33.3,0
Versigny,0,22.6
Vervins,8.5,32.3
Vesles-et-Caumont,0,40.2
Veslud,12.3,12.8
Veuilly-la-Poterie,50.5,0
Vézaponin,0,0
Vézilly,0,93.7
Vic-sur-Aisne,14.3,22.3
Vichel-Nanteuil,0,0
Viel-Arcy,0,50
Viels-Maisons,6.3,21.8
Vierzy,0,15.1
Viffort,0,0
Vigneux-Hocquet,0,31.8
La Ville-aux-Bois-lès-Dizy,0,16.5
La Ville-aux-Bois-lès-Pontavert,0,67
Villemontoire,0,0
Villeneuve-Saint-Germain,9.2,18.2
Villeneuve-sur-Fère,0,0
Villequier-Aumont,7.4,41.9
Villeret,0,0
Villers-Agron-Aiguizy,0,20.2
Villers-Cotterêts,12.6,31.5
Villers-Hélon,0,0
Villers-le-Sec,0,38.6
Villers-lès-Guise,0,0
Villers-Saint-Christophe,0,0
Villers-sur-Fère,16.4,29.3
Ville-Savoye,0,66
Villiers-Saint-Denis,6.1,35.8
Vincy-Reuil-et-Magny,0,0
Viry-Noureuil,9.1,46.4
Vivaise,10.1,20.7
Vivières,0,21.1
Voharies,0,0
Vorges,0,27.4
Voulpaix,0,15.8
Voyenne,0,25.7
Vregny,0,0
Vuillery,N/A - division par 0,N/A - division par 0
Wassigny,9,36.2
Watigny,0,0
Wiège-Faty,0,14
Wimy,0,0
Wissignicourt,0,100
Abrest,9.6,20.7
Agonges,7.8,7.6
Ainay-le-Château,6.2,47.2
Andelaroche,0,22.1
Archignat,10.7,30.3
Arfeuilles,0,21
Arpheuilles-Saint-Priest,6.7,32.5
Arronnes,0,28
Aubigny,0,21.1
Audes,8.1,16.2
Aurouër,6.9,20.7
Autry-Issards,27.9,0
Avermes,9,27.5
Avrilly,0,33.5
Bagneux,0,0
Barberier,0,0
Barrais-Bussolles,16.7,8.3
Bayet,11.7,13.4
Beaulon,5.7,18.7
Beaune-d'Allier,0,33.4
Bègues,0,0
Bellenaves,16.6,28.3
Bellerive-sur-Allier,9.3,33.5
Bert,9.9,0
Bessay-sur-Allier,3.5,13.8
Besson,4.2,23.8
Bézenet,9.5,18
Billezois,0,34.4
Billy,5.2,26.6
Biozat,0,44.8
Bizeneuille,5.5,0
Blomard,0,33.3
Bost,0,0
Boucé,6.8,25.8
Le Bouchaud,0,0
Bourbon-l'Archambault,9.4,41.3
Braize,0,16.4
Bransat,6.9,11.9
Bresnay,0,8.6
Bressolles,0,27.1
Le Brethon,0,20.1
Le Breuil,0,30.4
Broût-Vernet,14.1,30.2
Brugheas,7.3,16.8
Busset,0,21.5
Buxières-les-Mines,5.8,19.4
La Celle,0,0
Cérilly,11.1,32.1
Cesset,0,0
La Chabanne,0,0
Chambérat,13,13
Chamblet,7.9,32.9
Chantelle,4.2,51.8
Chapeau,34.8,17.4
La Chapelaude,5.6,31.8
La Chapelle,0,11.5
La Chapelle-aux-Chasses,0,0
Chappes,0,10.6
Chareil-Cintrat,0,18.3
Charmeil,11.3,16
Charmes,0,0
Charroux,19.4,17.3
Chassenard,4.4,21.9
Château-sur-Allier,0,61.1
Châtel-de-Neuvre,11.2,29.8
Châtel-Montagne,9.4,9.9
Châtelperron,0,16.9
Châtelus,0,32.5
Châtillon,0,38.8
Chavenon,0,0
Chavroches,0,51
Chazemais,0,28
Chemilly,0,31.7
Chevagnes,3.9,35.6
Chezelle,24.4,24.4
Chézy,8.8,18.1
Chirat-l'Église,0,19.7
Chouvigny,0,33.1
Cindré,0,21
Cognat-Lyonne,7.9,7.7
Colombier,0,58.7
Commentry,9.4,24.6
Contigny,6.9,30.3
Cosne-d'Allier,8.7,46.1
Coulandon,4.2,30
Coulanges,5.4,20.6
Couleuvre,5.1,13.8
Courçais,0,34.8
Coutansouze,25.3,0
Couzon,11.9,0
Créchy,5.5,0
Cressanges,21.2,18.3
Creuzier-le-Neuf,9.8,15.9
Creuzier-le-Vieux,6.8,17.4
Cusset,13.4,29.2
Deneuille-lès-Chantelle,7.2,28.4
Deneuille-les-Mines,26.8,37.4
Désertines,13.2,33.5
Deux-Chaises,7.5,20.9
Diou,5.8,20.5
Domérat,7.8,32.3
Dompierre-sur-Besbre,8.4,25.7
Le Donjon,9.3,46.5
Doyet,9.7,24.7
Droiturier,0,0
Durdat-Larequille,11.3,23
Ébreuil,3.7,42.6
Échassières,14,26.2
Escurolles,10,21
Espinasse-Vozelle,1.4,7.5
Estivareilles,6.8,33.2
Étroussat,6,6.1
Ferrières-sur-Sichon,12.7,6.1
La Ferté-Hauterive,0,0
Fleuriel,10.1,10.1
Fourilles,0,0
Franchesse,0,20
Gannat,10,29.6
Gannay-sur-Loire,0,6.1
Garnat-sur-Engièvre,0,21
Gennetines,0,14.7
Gipcy,11.6,0
Gouise,7.5,0
La Guillermie,0,0
Hauterive,8.6,20
Hérisson,11.8,41
Huriel,11,20.1
Hyds,0,0
Isle-et-Bardais,0,24.8
Isserpent,4.4,18.3
Jaligny-sur-Besbre,9.3,27.1
Jenzat,0,44.2
Laféline,0,25.1
Lalizolle,6,6.2
Lamaids,0,49.7
Langy,0,100
Lapalisse,7.4,26.1
Laprugne,0,43.3
Lavault-Sainte-Anne,7.2,39.1
Lavoine,0,45.5
Lenax,19.7,19.7
Lételon,0,0
Liernolles,0,21.3
Lignerolles,16.7,33.5
Limoise,0,25.1
Loddes,0,24.9
Loriges,0,50.1
Louchy-Montfand,10.7,22.4
Louroux-Bourbonnais,0,41.8
Louroux-de-Beaune,0,100
Louroux-de-Bouble,0,19.6
Luneau,0,7.9
Lurcy-Lévis,7.2,28.5
Lusigny,3.2,20.6
Magnet,2.8,6
Haut-Bocage,6.3,22.6
Malicorne,7.6,24
Marcenat,11.3,11.1
Marcillat-en-Combraille,9.1,37.2
Marigny,0,12.4
Mariol,0,30.1
Le Mayet-d'École,0,0
Le Mayet-de-Montagne,10.7,33
Mazerier,0,0
Mazirat,0,16.6
Meaulne-Vitray,8.4,32.8
Meillard,0,14.5
Meillers,0,12.4
Mercy,0,0
Mesples,0,0
Molinet,2.5,21.2
Molles,15.4,8.6
Monestier,0,0
Monétay-sur-Allier,7.4,15.5
Monétay-sur-Loire,0,0
Montaiguët-en-Forez,0,23.9
Montaigu-le-Blin,9.1,36.6
Montbeugny,9.4,26
Montcombroux-les-Mines,0,0
Monteignet-sur-l'Andelot,12.4,11.8
Le Montet,8.4,54.3
Montilly,0,15.7
Montluçon,12,36.7
Montmarault,9.6,28.8
Montoldre,18.9,51.8
Montord,0,32.1
Montvicq,0,37.3
Moulins,13.8,37
Murat,12.5,49.3
Nades,9.2,36.7
Nassigny,6.8,33.3
Naves,0,0
Néris-les-Bains,9,35.9
Neuilly-en-Donjon,0,22
Neuilly-le-Réal,2.4,36.2
Neure,0,50.2
Neuvy,15.1,27
Nizerolles,0,13
Noyant-d'Allier,0,53.7
Paray-le-Frésil,24.4,8.6
Paray-sous-Briailles,0,0
Périgny,14.2,9.2
La Petite-Marche,0,50
Pierrefitte-sur-Loire,10.8,20.5
Le Pin,0,24.7
Poëzat,0,0
Pouzy-Mésangy,0,30.2
Prémilhat,6.6,37.2
Quinssaines,0,25
Reugny,0,84.9
Rocles,0,46
Rongères,0,8.5
Ronnet,0,0
Saint-Angel,3.9,17.9
Saint-Aubin-le-Monial,13.3,15.6
Saint-Bonnet-de-Four,0,0
Saint-Bonnet-de-Rochefort,21.3,9.1
Saint-Bonnet-Tronçais,7.3,33.3
Saint-Caprais,24.5,24.5
Saint-Christophe-en-Bourbonnais,0,23.3
Saint-Clément,0,30.2
Saint-Désiré,11.4,15.8
Saint-Didier-en-Donjon,0,0
Saint-Didier-la-Forêt,0,9.9
Saint-Éloy-d'Allier,37.5,0
Saint-Ennemond,6.8,43
Saint-Étienne-de-Vicq,0,29.6
Saint-Fargeol,0,20
Saint-Félix,0,30.3
Saint-Genest,0,20.3
Saint-Gérand-de-Vaux,4.4,13.1
Saint-Gérand-le-Puy,2.3,44.7
Saint-Germain-des-Fossés,5.6,21.2
Saint-Germain-de-Salles,10.6,23.6
Saint-Hilaire,13.3,14.8
Saint-Léger-sur-Vouzance,0,5.5
Saint-Léon,0,10.1
Saint-Léopardin-d'Augy,12.8,36.9
Saint-Loup,3.9,11.4
Saint-Marcel-en-Murat,0,25.2
Saint-Marcel-en-Marcillat,0,0
Saint-Martin-des-Lais,0,25
Saint-Martinien,7.6,24.4
Saint-Menoux,4.7,27.4
Saint-Nicolas-des-Biefs,0,0
Saint-Palais,0,0
Saint-Pierre-Laval,6.1,23
Saint-Plaisir,5.1,18.8
Saint-Pont,7.1,15.9
Saint-Pourçain-sur-Besbre,2.6,35.4
Saint-Pourçain-sur-Sioule,9.5,24.9
Saint-Priest-d'Andelot,0,0
Saint-Priest-en-Murat,0,0
Saint-Prix,0,38.7
Saint-Rémy-en-Rollat,2.4,17.2
Saint-Sauvier,0,37.4
Saint-Sornin,0,16.4
Sainte-Thérence,0,50
Saint-Victor,8.7,20.1
Saint-Voir,7.1,14.2
Saint-Yorre,8.8,16.5
Saligny-sur-Roudon,6.8,24.2
Sanssat,0,24.8
Saulcet,0,18.7
Saulzet,9.5,8.9
Sauvagny,0,0
Sazeret,0,40.1
Serbannes,7.3,14.3
Servilly,0,19.9
Seuillet,0,26.5
Sorbier,8.3,16.4
Souvigny,5.6,47.8
Sussat,0,0
Target,0,50.3
Taxat-Senat,0,0
Teillet-Argenty,0,27.9
Terjat,0,0
Le Theil,0,20.1
Theneuille,0,14.5
Thiel-sur-Acolin,4.7,16.6
Thionne,0,0
Tortezais,0,50.2
Toulon-sur-Allier,12.3,29.5
Treban,0,15.4
Treignat,41.5,0
Treteau,14.5,9
Trévol,1.8,24.6
Trézelles,9.4,18.8
Tronget,2.7,44.1
Urçay,0,25.7
Ussel-d'Allier,0,0
Valignat,0,0
Valigny,0,48.5
Vallon-en-Sully,14.9,37.3
Varennes-sur-Allier,9.1,24.8
Varennes-sur-Tèche,0,0
Vaumas,0,14.5
Vaux,0,42.9
Veauce,0,0
Venas,0,14.1
Vendat,12.2,41.8
Verneix,0,23.7
Le Vernet,3.3,32.2
Verneuil-en-Bourbonnais,0,0
Vernusse,0,0
Le Veurdre,6.7,6.7
Vichy,12,39.7
Vicq,0,0
Vieure,30.1,9.9
Le Vilhain,9.1,31
Villebret,5.5,14.9
Villefranche-d'Allier,6,11.5
Villeneuve-sur-Allier,9.4,9.6
Viplaix,0,8.2
Voussac,0,27.9
Ygrande,4.7,19
Yzeure,10.3,33.4
Aiglun,6.6,28.4
Allemagne-en-Provence,9.2,22.1
Allons,0,0
Allos,5.7,35.9
Angles,0,0
Annot,14.1,23.4
Archail,0,0
Aubenas-les-Alpes,0,0
Aubignosc,0,30
Authon,0,0
Auzet,0,0
Banon,7,35.2
Barcelonnette,11.8,30.9
Barles,0,27.2
Barras,0,0
Barrême,6.6,33.5
Bayons,0,14.3
Beaujeu,0,33.3
Beauvezer,0,25.2
Bellaffaire,0,0
Bevons,19.4,29.3
Beynes,5.5,0
Blieux,0,25
Bras-d'Asse,3.8,17.2
Braux,0,0
Ubaye-Serre-Ponçon,0,36.6
La Brillanne,7.9,28.9
Brunet,0,7.4
Le Brusquet,0,30.9
Le Caire,11,22.2
Castellane,8.2,36.4
Le Castellard-Mélan,0,12.6
Le Castellet,50.7,0
Castellet-lès-Sausses,0,43.6
Val-de-Chalvagne,0,0
Céreste-en-Luberon,4.9,21.8
Le Chaffaut-Saint-Jurson,15.9,21.3
Champtercier,3,31.1
Château-Arnoux-Saint-Auban,11.9,25.3
Châteaufort,0,0
Châteauneuf-Miravail,0,16.5
Châteauneuf-Val-Saint-Donat,0,21.3
Châteauredon,0,100
Chaudon-Norante,0,0
Clamensane,0,33.3
Claret,0,0
Clumanc,0,5.9
Colmars,4.1,30
La Condamine-Châtelard,0,49
Corbières-en-Provence,15.4,18.6
Cruis,0,16.9
Curbans,0,17.5
Curel,0,0
Dauphin,10.7,10.7
Demandolx,22.6,0
Digne-les-Bains,16.5,32.7
Draix,0,32.3
Enchastrayes,3.8,33.5
Entrages,50,0
Entrepierres,0,11.1
Entrevaux,5.3,42
Entrevennes,0,0
L'Escale,4.6,15.4
Esparron-de-Verdon,9.3,27
Estoublon,5.9,0
Faucon-du-Caire,0,0
Faucon-de-Barcelonnette,0,45.2
Fontienne,0,0
Forcalquier,9.3,32.2
Le Fugeret,0,15.8
Ganagobie,50,0
La Garde,0,20.3
Gigors,0,0
Gréoux-les-Bains,12.6,34
L'Hospitalet,0,31.5
Jausiers,10.1,30
La Javie,0,60.2
Lambruisse,0,0
Lardiers,0,0
Le Lauzet-Ubaye,5.6,32.2
Limans,7.9,23
Lurs,0,32.9
Majastres,N/A - division par 0,N/A - division par 0
Malijai,6,32.6
Mallefougasse-Augès,0,0
Mallemoisson,8.3,30.6
Mane,11.1,27.7
Manosque,16.6,28.1
Marcoux,0,14.2
Méailles,0,0
Les Mées,9,20.7
Melve,0,0
Val d'Oronaye,0,25.7
Mézel,11,41
Mirabeau,11.7,22.9
Mison,3.7,13.1
Montagnac-Montpezat,11.4,21.5
Montclar,0,39.2
Montfort,10.3,0
Montfuron,17.4,13.6
Montjustin,0,0
Montlaux,11.1,0
Montsalier,24.6,0
Moriez,14.1,0
La Motte-du-Caire,9.8,27.7
Moustiers-Sainte-Marie,13.2,15.7
La Mure-Argens,0,6.6
Nibles,0,50
Niozelles,14,25.1
Noyers-sur-Jabron,6,22.8
Les Omergues,0,0
Ongles,0,15.6
Oppedette,0,0
Oraison,7.6,27.3
La Palud-sur-Verdon,3.7,24.6
Peipin,2.9,44
Peyroules,19.5,19.6
Peyruis,13,17.7
Piégut,0,10.9
Pierrerue,3.6,14.5
Pierrevert,12.8,25.5
Pontis,53.7,22.7
Prads-Haute-Bléone,0,8.7
Puimichel,25.8,0
Puimoisson,0,56.6
Quinson,7.2,28.8
Redortiers,0,0
Reillanne,6.3,17.1
Méolans-Revel,8.2,21.2
Revest-des-Brousses,0,20.9
Revest-du-Bion,3.1,17
Revest-Saint-Martin,0,0
Riez,5.6,32.9
La Robine-sur-Galabre,23.5,24.7
La Rochegiron,0,0
La Rochette,0,100
Rougon,0,22.6
Roumoules,0,15.3
Saint-André-les-Alpes,20.1,41.5
Saint-Benoît,0,34.8
Sainte-Croix-à-Lauze,0,0
Sainte-Croix-du-Verdon,0,17.8
Hautes-Duyes,0,0
Saint-Étienne-les-Orgues,4.1,41.7
Saint-Geniez,0,20.2
Saint-Jacques,0,0
Saint-Jeannet,0,34
Saint-Julien-d'Asse,0,14
Saint-Julien-du-Verdon,0,0
Saint-Jurs,0,33.9
Saint-Laurent-du-Verdon,66.7,0
Saint-Lions,0,0
Saint-Maime,0,18.7
Saint-Martin-de-Brômes,0,22.9
Saint-Martin-les-Eaux,0,0
Saint-Martin-lès-Seyne,N/A - division par 0,N/A - division par 0
Saint-Michel-l'Observatoire,9.3,15.9
Saint-Paul-sur-Ubaye,8.1,11.4
Saint-Pierre,0,24.2
Saint-Pons,2.8,37.1
Sainte-Tulle,14.6,23.2
Saint-Vincent-sur-Jabron,15.8,22.9
Salignac,5.7,22.5
Saumane,0,0
Sausses,0,0
Selonnet,4.3,24.1
Senez,0,17
Seyne,6.6,32.3
Sigonce,33.3,11.2
Sigoyer,0,0
Simiane-la-Rotonde,8.2,12.6
Sisteron,12.9,25.9
Soleilhas,0,0
Sourribes,0,0
Tartonne,0,57.8
Thèze,0,0
Thoard,0,40.5
Thorame-Basse,0,10.6
Thorame-Haute,15.8,27.3
Les Thuiles,0,7
Turriers,0,33.6
Ubraye,12.5,12.5
Uvernet-Fours,3.2,37.1
Vachères,20.9,15
Valavoire,0,0
Valbelle,0,40.3
Valensole,9.4,25.4
Valernes,0,33.5
Vaumeilh,1.8,22.9
Venterol,0,38.8
Verdaches,N/A - division par 0,N/A - division par 0
Vergons,100,0
Le Vernet,0,25
Villars-Colmars,0,44.3
Villemus,0,0
Villeneuve,8.5,19
Volonne,9.8,15.2
Volx,11.4,25.9
Abriès-Ristolas,4.6,26.8
Aiguilles,11.2,49.8
Ancelle,1.5,29.3
L'Argentière-la-Bessée,10.3,24.4
Arvieux,10.9,21.4
Aspremont,0,33.3
Aspres-lès-Corps,15.3,0
Aspres-sur-Buëch,6.6,23
Avançon,0,0
Baratier,4.4,40.7
Barcillonnette,0,0
Barret-sur-Méouge,30,8.3
La Bâtie-Montsaléon,20.8,0
La Bâtie-Neuve,8.8,21.2
La Bâtie-Vieille,24.6,0
La Beaume,0,0
Le Bersac,0,49
Bréziers,0,0
Briançon,11.9,31.2
Valdoule,0,27.9
Buissard,0,0
Ceillac,11.6,29.2
Cervières,0,37.4
Chabestan,0,0
Chabottes,3.6,18.3
Champcella,0,37.9
Champoléon,N/A - division par 0,N/A - division par 0
Chanousse,0,0
Châteauneuf-d'Oze,0,30.5
Châteauroux-les-Alpes,15.2,18.2
Châteauvieux,16.9,17
Château-Ville-Vieille,10.8,32.6
Aubessagne,11.3,19.1
Chorges,8.8,26.2
Crévoux,0,0
Crots,5.2,21.6
Embrun,10.8,35
Éourres,10.8,10.8
L'Épine,0,25
Esparron,0,0
Espinasses,14.7,45.1
Étoile-Saint-Cyrice,N/A - division par 0,N/A - division par 0
Eygliers,2.2,34.9
Garde-Colombe,9.4,17.4
La Fare-en-Champsaur,2.3,40.9
La Faurie,0,0
Forest-Saint-Julien,0,41.6
Fouillouse,0,34.8
Freissinières,0,59.1
La Freissinouse,3.7,21.3
Furmeyer,0,0
Gap,13.4,32.5
Le Glaizil,14.8,0
La Grave,3.4,25.4
La Chapelle-en-Valgaudémar,0,0
Guillestre,8,36.2
La Haute-Beaume,N/A - division par 0,N/A - division par 0
Jarjayes,8.8,13
Laragne-Montéglin,8.3,35.4
Lardier-et-Valença,4.1,0
Laye,0,26.6
Lazer,15.8,0
Lettret,15.8,0
Manteyer,0,0
Méreuil,0,0
Molines-en-Queyras,9.3,9.4
Monêtier-Allemont,0,43.6
Le Monêtier-les-Bains,3.2,31.4
Montbrand,0,33.3
Montclus,0,0
Mont-Dauphin,9.1,27.4
Montgardin,0,15.9
Montgenèvre,10.5,31.3
Montjay,0,0
Montmaur,0,26.3
Montrond,N/A - division par 0,N/A - division par 0
La Motte-en-Champsaur,0,0
Moydans,32.4,0
Neffes,7.5,13.6
Névache,0,29
Nossage-et-Bénévent,N/A - division par 0,N/A - division par 0
Le Noyer,0,17.5
Orcières,5.9,25.2
Orpierre,12,43.4
Les Orres,5.5,28.3
Oze,0,0
Pelleautier,9.9,10.9
Vallouise-Pelvoux,7.8,26.1
La Piarre,50,50
Le Poët,5.9,8.8
Poligny,0,32.6
Prunières,0,11.2
Puy-Saint-André,7.9,18.9
Puy-Saint-Eusèbe,0,33.1
Puy-Saint-Pierre,6.8,20.2
Puy-Saint-Vincent,4.8,31.5
Puy-Sanières,0,0
Rabou,0,100
Rambaud,0,0
Réallon,0,12.8
Remollon,0,24.2
Réotier,0,28.6
Ribeyret,0,0
Val Buëch-Méouge,14.7,19.4
Risoul,2.7,31.8
Rochebrune,0,39.7
La Roche-de-Rame,7.1,14.3
La Roche-des-Arnauds,13.4,22.5
La Rochette,6.5,9.6
Rosans,5.2,27.5
Rousset,12.8,20.6
Saint-André-d'Embrun,0,37.7
Saint-André-de-Rosans,0,0
Saint-Apollinaire,49.8,0
Saint-Auban-d'Oze,0,0
Saint-Bonnet-en-Champsaur,10.2,32.3
Saint-Chaffrey,9.6,25.4
Saint-Clément-sur-Durance,20.2,0
Sainte-Colombe,N/A - division par 0,N/A - division par 0
Saint-Crépin,5.4,19.6
Dévoluy,8.2,26.8
Saint-Étienne-le-Laus,17.1,25.2
Saint-Firmin,5,34.4
Saint-Jacques-en-Valgodemard,0,0
Saint-Jean-Saint-Nicolas,10.4,29.8
Saint-Julien-en-Beauchêne,17.1,8.6
Saint-Julien-en-Champsaur,0,20.1
Saint-Laurent-du-Cros,6.7,24
Saint-Léger-les-Mélèzes,9,24.4
Saint-Martin-de-Queyrières,9,21.5
Saint-Maurice-en-Valgodemard,25,0
Saint-Michel-de-Chaillol,10.2,23.2
Saint-Pierre-d'Argençon,0,26.1
Saint-Pierre-Avez,50,0
Saint-Sauveur,6.6,21.8
Saint-Véran,0,52.9
Le Saix,0,0
Saléon,19.8,0
Salérans,0,51.7
La Salle-les-Alpes,6.8,30.1
La Saulce,9.4,31.7
Le Sauze-du-Lac,0,26.2
Savines-le-Lac,6.3,35
Savournon,0,29.3
Serres,6.9,42.2
Sigottier,0,0
Sigoyer,12.7,22.5
Sorbiers,0,0
Tallard,8.3,32
Théus,0,55.2
Trescléoux,0,9.1
Upaix,6.8,13.3
Val-des-Prés,0,20.6
Valserres,15.7,33
Vars,3,20.7
Ventavon,8.7,11.4
Veynes,11.8,31.7
Les Vigneaux,5,15.9
Villar-d'Arêne,0,50.9
Villar-Loubière,0,0
Villar-Saint-Pancrace,5.5,18.5
Vitrolles,24.2,0
Aiglun,33.3,0
Amirat,0,0
Andon,0,32.1
Antibes,18.5,29.6
Ascros,0,38
Aspremont,22.6,22.8
Auribeau-sur-Siagne,10.9,28
Auvare,100,0
Bairols,N/A - division par 0,N/A - division par 0
Le Bar-sur-Loup,22.6,14.7
Beaulieu-sur-Mer,14.1,32.1
Beausoleil,16.3,35.6
Belvédère,0,13.2
Bendejun,4.6,45.2
Berre-les-Alpes,15.6,21.2
Beuil,0,33.3
Bézaudun-les-Alpes,0,25.5
Biot,51.8,14.4
Blausasc,14.5,37.6
La Bollène-Vésubie,7.3,20.3
Bonson,14,21.9
Bouyon,8,7.5
Breil-sur-Roya,5.4,35.2
Briançonnet,0,31.6
Le Broc,12.7,17.7
Cabris,7.1,32.4
Cagnes-sur-Mer,16.2,32.2
Caille,0,13.4
Cannes,17.4,32
