CODGEO,LIBGEO,part_ouvriers
24.4,8.6,25.8
0,0,49.5
14.2,9.2,31.7
0,50,25
10.8,20.5,36.9
0,24.7,12.4
0,0,0
0,30.2,40
6.6,37.2,23.1
0,25,12.9
0,84.9,15.1
0,46,13.1
0,8.5,61.7
0,0,0
3.9,17.9,22.8
13.3,15.6,55
0,0,16.7
21.3,9.1,22.6
7.3,33.3,7.3
24.5,24.5,26.4
0,23.3,22.7
0,30.2,13.8
11.4,15.8,20.7
0,0,14.8
0,9.9,50.7
37.5,0,33.1
6.8,43,0
0,29.6,10
0,20,0
0,30.3,13.8
0,20.3,39.9
4.4,13.1,26.4
2.3,44.7,17.3
5.6,21.2,38.5
10.6,23.6,32.5
13.3,14.8,46.5
0,5.5,39
0,10.1,46.7
12.8,36.9,17.5
3.9,11.4,39.6
0,25.2,0
0,0,0
0,25,25
7.6,24.4,13.4
4.7,27.4,30.1
0,0,0
0,0,40.2
6.1,23,22.9
5.1,18.8,4.8
7.1,15.9,22.5
2.6,35.4,21.8
9.5,24.9,40.4
0,0,0
0,0,33.1
0,38.7,11.5
2.4,17.2,46.1
0,37.4,13.3
0,16.4,16.7
0,50,50
8.7,20.1,37
7.1,14.2,35.8
8.8,16.5,39.6
6.8,24.2,34.5
0,24.8,0
0,18.7,19.4
9.5,8.9,45.6
0,0,0
0,40.1,0
7.3,14.3,22.4
0,19.9,20.5
0,26.5,32.7
8.3,16.4,43.3
5.6,47.8,15.6
0,0,100
0,50.3,0
0,0,33.8
0,27.9,22.5
0,0,11.4
0,20.1,0
0,14.5,21
4.7,16.6,37.5
0,0,74.7
0,50.2,0
12.3,29.5,25.3
0,15.4,23.1
41.5,0,0
14.5,9,22.7
1.8,24.6,30.9
9.4,18.8,17.4
2.7,44.1,11.9
0,25.7,47.8
0,0,0
0,0,0
0,48.5,17.3
14.9,37.3,9.3
9.1,24.8,33.1
0,0,0
0,14.5,29.5
0,42.9,3.9
0,0,50
0,14.1,13.8
12.2,41.8,13.9
0,23.7,24.4
3.3,32.2,25.1
0,0,28.5
0,0,25
6.7,6.7,41.2
12,39.7,13.2
0,0,40.2
30.1,9.9,0
9.1,31,9.8
5.5,14.9,15.7
6,11.5,56.5
9.4,9.6,30.5
0,8.2,17.3
0,27.9,0
4.7,19,30.9
10.3,33.4,26.4
6.6,28.4,41.6
9.2,22.1,35.6
0,0,0
5.7,35.9,22.1
0,0,0
14.1,23.4,32.3
0,0,100
0,0,13.5
0,30,39.2
0,0,0
0,0,0
7,35.2,18.3
11.8,30.9,14.6
0,27.2,0
0,0,0
6.6,33.5,16.5
0,14.3,14.3
0,33.3,0
0,25.2,14.7
0,0,0
19.4,29.3,0
5.5,0,0
0,25,0
3.8,17.2,10
0,0,0
0,36.6,14
7.9,28.9,22.7
0,7.4,28.6
0,30.9,8.9
11,22.2,22.7
8.2,36.4,18.9
0,12.6,17.8
50.7,0,49.3
0,43.6,14.5
0,0,0
4.9,21.8,13.9
15.9,21.3,20.5
3,31.1,22.1
11.9,25.3,23.7
0,0,0
0,16.5,0
0,21.3,21.6
0,100,0
0,0,32.5
0,33.3,0
0,0,23.6
0,5.9,35.5
4.1,30,13
0,49,0
15.4,18.6,28.7
0,16.9,33.3
0,17.5,6
0,0,100
10.7,10.7,5.3
22.6,0,21.6
16.5,32.7,11.4
0,32.3,0
3.8,33.5,18.7
50,0,0
0,11.1,45.3
5.3,42,12.7
0,0,0
4.6,15.4,18.1
9.3,27,13.3
5.9,0,0
0,0,0
0,45.2,22.4
0,0,0
9.3,32.2,16.1
0,15.8,33.2
50,0,0
0,20.3,18.8
0,0,68.2
12.6,34,18.6
0,31.5,35.9
10.1,30,18
0,60.2,8
0,0,100
0,0,0
5.6,32.2,18.6
7.9,23,15.3
0,32.9,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
6,32.6,27.4
0,0,65.6
8.3,30.6,26.9
11.1,27.7,31.4
16.6,28.1,19.2
0,14.2,13.9
0,0,25
9,20.7,33.7
0,0,0
0,25.7,11.5
11,41,0
11.7,22.9,23.4
3.7,13.1,37.1
11.4,21.5,22.7
0,39.2,15.8
10.3,0,17.4
17.4,13.6,17.7
0,0,100
11.1,0,22.2
24.6,0,0
14.1,0,14.5
9.8,27.7,16.9
13.2,15.7,17.7
0,6.6,46.8
0,50,0
14,25.1,36.3
6,22.8,5.9
0,0,0
0,15.6,5.3
0,0,49
7.6,27.3,24.3
3.7,24.6,16.8
2.9,44,9.4
19.5,19.6,0
13,17.7,33.6
0,10.9,21.8
3.6,14.5,14.5
12.8,25.5,18.4
53.7,22.7,0
0,8.7,0
25.8,0,21.8
0,56.6,9.8
7.2,28.8,14.2
0,0,32.9
6.3,17.1,20
8.2,21.2,25.1
0,20.9,10.4
3.1,17,45.4
0,0,39.5
5.6,32.9,15.7
23.5,24.7,0
0,0,0
0,100,0
0,22.6,20.4
0,15.3,15.1
20.1,41.5,10.1
0,34.8,0
0,0,25.1
0,17.8,19.7
0,0,0
4.1,41.7,10.3
0,20.2,13
0,0,0
0,34,33.3
0,14,13.4
0,0,34.7
0,33.9,0
66.7,0,0
0,0,33.3
0,18.7,19.5
0,22.9,23.1
0,0,39.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
9.3,15.9,19.1
8.1,11.4,22.2
0,24.2,0
2.8,37.1,15
14.6,23.2,17.9
15.8,22.9,7.7
5.7,22.5,26.8
0,0,0
0,0,50
4.3,24.1,27.5
0,17,17.6
6.6,32.3,19.5
33.3,11.2,11.2
0,0,100
8.2,12.6,22.2
12.9,25.9,24.1
0,0,0
0,0,0
0,57.8,0
0,0,37.3
0,40.5,10.1
0,10.6,0
15.8,27.3,21.3
0,7,51.6
0,33.6,14.5
12.5,12.5,0
3.2,37.1,19.2
20.9,15,0
0,0,0
0,40.3,20.2
9.4,25.4,26.5
0,33.5,0
1.8,22.9,15.1
0,38.8,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
100,0,0
0,25,25
0,44.3,11
0,0,25
8.5,19,30.8
9.8,15.2,17.3
11.4,25.9,23.9
4.6,26.8,9
11.2,49.8,22.5
1.5,29.3,18.9
10.3,24.4,21.9
10.9,21.4,15.1
0,33.3,0
15.3,0,20.7
6.6,23,10.1
0,0,29.8
4.4,40.7,18.1
0,0,38.1
30,8.3,0
20.8,0,21.3
8.8,21.2,26.2
24.6,0,25.4
0,0,0
0,49,29.3
0,0,22.7
11.9,31.2,14.2
0,27.9,18.3
0,0,40.2
11.6,29.2,11.9
0,37.4,0
0,0,13.8
3.6,18.3,26.3
0,37.9,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,30.5,12.3
15.2,18.2,9.1
16.9,17,32.4
10.8,32.6,10.5
11.3,19.1,27.3
8.8,26.2,26.1
0,0,20.4
5.2,21.6,26.8
10.8,35,12.9
10.8,10.8,0
0,25,0
0,0,0
14.7,45.1,16
N/A - division par 0,N/A - division par 0,N/A - division par 0
2.2,34.9,22.1
9.4,17.4,3.8
2.3,40.9,8.8
0,0,17
0,41.6,39.4
0,34.8,30.3
0,59.1,19.9
3.7,21.3,25.8
0,0,0
13.4,32.5,15.5
14.8,0,14.2
3.4,25.4,25
0,0,19.4
8,36.2,16.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.8,13,27
8.3,35.4,21
4.1,0,79.5
0,26.6,43.5
15.8,0,61.5
15.8,0,58.4
0,0,59.9
0,0,20.7
9.3,9.4,30.5
0,43.6,25.2
3.2,31.4,22.3
0,33.3,0
0,0,0
9.1,27.4,9.3
0,15.9,18.8
10.5,31.3,10.1
0,0,0
0,26.3,34.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
32.4,0,32.8
7.5,13.6,38.6
0,29,12.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,17.5,0
5.9,25.2,17.7
12,43.4,11.7
5.5,28.3,23.8
0,0,0
9.9,10.9,12.1
7.8,26.1,17.9
50,50,0
5.9,8.8,29.9
0,32.6,0
0,11.2,0
7.9,18.9,31.1
0,33.1,0
6.8,20.2,12.1
4.8,31.5,15.9
0,0,8.7
0,100,0
0,0,0
0,12.8,24
0,24.2,40.5
0,28.6,28.5
0,0,23.9
14.7,19.4,35.8
2.7,31.8,22.6
0,39.7,22.3
7.1,14.3,50
13.4,22.5,23.5
6.5,9.6,25.8
5.2,27.5,22
12.8,20.6,12.8
0,37.7,17.7
0,0,0
49.8,0,24.9
0,0,0
10.2,32.3,12.2
9.6,25.4,23.3
20.2,0,19.4
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.4,19.6,37.3
8.2,26.8,18.7
17.1,25.2,0
5,34.4,8
0,0,0
10.4,29.8,17.7
17.1,8.6,0
0,20.1,25.3
6.7,24,25.4
9,24.4,13.8
9,21.5,32.3
25,0,0
10.2,23.2,19.2
0,26.1,0
50,0,0
6.6,21.8,7.1
0,52.9,10.5
0,0,16.2
19.8,0,21
0,51.7,0
6.8,30.1,12.3
9.4,31.7,32.6
0,26.2,12.1
6.3,35,10.5
0,29.3,0
6.9,42.2,9.2
0,0,20.4
12.7,22.5,10.3
0,0,35.8
8.3,32,15.7
0,55.2,25.4
0,9.1,0
6.8,13.3,13.2
0,20.6,0
15.7,33,10.8
3,20.7,22.3
8.7,11.4,44.3
11.8,31.7,22.6
5,15.9,8.8
0,50.9,5.2
0,0,0
5.5,18.5,32.9
24.2,0,31.3
33.3,0,0
0,0,0
0,32.1,28.4
18.5,29.6,13.6
0,38,11.3
22.6,22.8,9.5
10.9,28,11.7
100,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
22.6,14.7,28
14.1,32.1,14.4
16.3,35.6,13.4
0,13.2,0
4.6,45.2,4.5
15.6,21.2,11.3
0,33.3,10.3
0,25.5,21.7
51.8,14.4,6.6
14.5,37.6,10.1
7.3,20.3,20.2
14,21.9,10.9
8,7.5,7
5.4,35.2,17.8
0,31.6,36.8
12.7,17.7,24.2
7.1,32.4,8.2
16.2,32.2,13.2
0,13.4,11.3
17.4,32,13.9
12.2,32.7,16.2
4.3,33.7,25.9
10.2,34.8,21.1
20.6,16.5,29.3
6.6,30,30.8
13.7,29.1,15.5
30.8,8.3,21
14.5,18.5,12.3
12.4,27.4,26.1
35.8,21.5,7.1
0,0,0
6.2,18.8,6.3
4.2,27.4,12
8.1,42.3,8.5
15.7,29.5,11.8
0,0,0
9.5,26,21.2
0,0,100
10.5,31,24
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,43.5,14.6
33.3,66.7,0
42.5,0,0
0,50,25
7.6,24.2,36.2
0,0,0
59.7,0,30.2
5.2,51.6,4.8
12.5,12.4,6.2
10.2,38.6,16.6
16.2,19.3,9.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.3,58.5,26.7
0,7.5,0
12.6,33.4,17.2
12,27.1,18.9
13.7,17.9,16.5
5.9,54.5,0
4.6,30.7,24.5
15.9,29.1,17.7
3.7,34.3,14.4
7,31,30.8
0,0,0
3.3,36.4,19.7
4,46.6,25.1
12.1,31.8,10
0,50,0
7.3,30.8,9.3
22.4,22.7,22
14.7,31.3,16.2
33.3,0,0
0,20.4,20.6
21,27.4,12.8
11.8,38.7,14.6
17.2,23.7,19.6
24.9,24.3,15.9
0,20,0
0,100,0
18.4,31.5,13.7
7.2,27.1,19.8
11.5,27.6,24.2
11,35.2,11.7
13.6,20.3,39
10.6,23.6,5.9
6.2,27,18.5
13.2,25,12.1
20,0,0
0,24.1,20.1
0,0,0
10.8,36.3,12.5
0,66.5,0
0,0,0
20,0,40
12.7,29.4,16.4
12.4,37.4,10.4
21.8,22.1,11.2
0,24.5,25.1
0,0,0
7.6,25.3,24
3.1,18.2,32
0,0,26.9
0,0,47.7
22.7,29,8.2
8.2,19.4,7.2
10.9,26.6,23.4
29.4,23.5,0
4.7,24.3,34.7
8.6,16.4,51.8
11.6,24.4,17.5
0,19.5,21.9
10.9,32.5,12.3
16,36.6,16.3
14.7,21.2,20.8
13.9,31.9,15.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,33.3
12.5,29.3,19.9
3.3,26.7,17.3
15.2,28.6,13
15.3,54,6.2
24.3,22.7,13.3
0,31.1,34.4
15,26,4.8
0,33.3,0
0,21.4,7.4
10.8,15.5,22.8
6.4,46.8,14
18,14.9,11.7
14.4,32,21
N/A - division par 0,N/A - division par 0,N/A - division par 0
13.1,24.9,13.2
13.2,29.8,18.7
50.4,0,0
4.7,23,26.6
0,66.9,7.4
0,30.5,47.5
0,19.3,18.8
16,34.9,8
9.4,22.8,11.5
9.1,36.7,20.8
7,18.3,30.6
12.6,41,5.7
51.4,15.5,5.7
20.2,18.4,12.4
8.8,24.2,19
17.9,30.1,15.7
0,0,0
14.8,28.5,13.8
18.6,15.8,26.9
20.2,33.6,11.9
0,0,0
30.4,24.2,11.8
12.6,21.2,12.3
2.7,39.5,17.8
25.2,0,25.3
2.5,27.7,0
0,16.9,16.8
20.4,20.7,0
12.6,16.8,26.9
14.3,14.6,28.1
7.7,29.7,26.3
5,36.6,23.6
9.7,7.6,36.9
11.9,27.1,27.4
4.8,47,14.5
5,6,34
4.1,18.6,35.1
0,12.1,50.4
11.4,10.9,22.3
18.1,10.2,36
0,100,0
13.7,31.6,18.8
0,9,36.2
2.8,11.5,30
16.1,16.3,12.1
0,27.6,26.6
0,0,17.2
4.7,4.5,17.9
5.8,19.5,40.1
3.4,16.3,47.3
12.9,6.5,6.3
10.8,13.1,13.7
7.6,15.1,29.2
0,9.7,10.1
0,0,23.2
13.8,13.5,0
3.4,13.4,21.4
10.9,9.8,37.6
0,53.2,33.3
0,67.4,0
10.8,0,55.7
10.8,11.1,21.8
4.7,19.9,37.1
10.8,35.3,12.6
0,0,0
15,30.1,9.7
0,4.3,16
7.2,7.2,14.4
0,0,100
14.2,43.4,12.2
8.2,9.7,32.3
0,22.6,32.7
7.4,19.4,9.9
0,0,0
11.2,22.2,26.9
0,36.9,27.5
7.6,36.7,9.7
0,16.1,30.2
0,6.5,21.2
0,26.6,6.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
13,0,30.2
15.9,25.9,27.1
0,3.6,39.6
16.3,29.8,16.8
17.2,16.5,16.2
7,27.4,13.5
6.3,16.5,31.6
6.4,23.7,17.5
4.7,35.6,22.3
20.7,24.9,21
0,18.4,8.8
0,0,0
0,0,11.7
19.4,13.8,20
7.2,13.4,7.2
7.1,40.2,24.1
4.3,23.8,30.8
0,12.9,55.9
0,0,50
0,0,0
16.9,16.2,33.5
0,11.5,17.9
4.3,4.1,21.3
5,20.4,32.6
16.6,0,0
0,22.2,22.6
3.6,12.6,56.3
9.3,18,23.9
0,20.7,0
0,50,0
6.6,15.5,30.1
0,33.3,33.3
0,7.9,31.5
0,28.4,0
12.9,14.2,27.6
60.2,0,0
4.5,27.1,4.3
7.6,41.9,14.3
6.6,18.8,25.4
19.5,31.1,14
5.5,11.3,66.8
0,50,0
0,100,0
0,0,18.4
4.3,38,13.3
0,0,0
18.4,29.4,9.2
8.1,35.4,22.5
0,0,0
14.1,14.9,14.8
0,53.9,5.6
17.8,9.1,8.9
3.5,24,24.1
8.9,19.5,25.2
3.6,30.1,23.3
19.1,9.5,35.5
0,40.4,26.6
0,0,33.3
0,29.9,0
2.3,22.5,36.7
0,0,0
0,0,0
8.4,17.1,41.1
6.4,36.4,24.7
5.9,43.4,0
7.8,31.4,25.2
4,8.2,41.3
8.3,24.7,12.3
17.2,39.4,11.8
0,28,0
5,34.5,26.1
0,0,0
0,0,0
3.6,17.5,46.6
0,33.3,0
10.7,29.3,7.8
16.6,16.6,16.9
0,36.2,0
0,32.7,22.2
0,68.5,31.5
25.3,25.3,6.9
0,36.3,18.5
0,12.6,11.6
0,33.1,17
0,71.4,4.2
2.7,13.4,48.1
0,13.3,0
14.4,15.6,35
0,19,20.4
6.8,23.5,0
16.7,19.1,14
8.8,39.7,12.9
9.1,26.3,27.7
25.5,38.4,10.6
3.7,33.5,14.9
50,0,0
4.7,27.4,18.4
14.9,25,15.1
0,23.6,10.9
6.8,6.4,20
0,0,9.6
8.9,23.8,18.8
10.3,27.5,22.3
9.8,9.9,21.9
0,29.3,9
7.1,21.3,14
13.8,16.7,28.8
100,0,0
0,9,28.2
25,0,0
26,0,48
3.2,12.3,28.4
3.9,27.1,24.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
10.5,20.4,40.6
3.9,20,39.9
7.1,7.1,21.7
0,13.1,6.6
5.2,15.7,26.3
17.1,34.9,11.3
100,0,0
8.8,21.2,29.7
0,29,13.6
0,50.1,0
9.9,24.4,33.6
0,19.1,21.2
8.2,64.2,3.3
0,0,8.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,33.8,0
2.8,31.9,15.1
10.8,22.3,16.7
4.4,29.8,18.6
0,0,44.5
8.7,33.8,22.2
24.8,12.6,25.1
17.4,17.2,0
7.5,27.8,27.7
4.4,19.6,18.8
0,0,0
3.4,22.1,22
0,13.6,13.6
0,0,0
0,12.9,23
0,13.1,0
0,9.2,9.3
0,16.7,33.3
0,36.3,0
24,50.9,0
0,15.5,24
6.9,26.5,25.3
0,28.7,27.8
4.7,4.4,55
0,0,34.6
33.9,0,0
0,20,20
0,0,0
11.5,28.3,11.4
5.1,17.9,38.7
0,0,0
5.3,15.1,36.2
11.4,4.5,59.6
12.8,21.5,18.7
23.7,17.4,5.8
6.6,41.3,17.4
3.2,27,7.1
11.1,10.7,11
0,0,0
0,41.2,5.5
2.3,42.6,30.9
8.2,44.1,11.9
0,27.7,38.5
0,0,25
8.2,38.9,11.9
0,10.4,10.7
0,39.3,21.4
21.9,25.6,24.9
0,10.1,21.1
14,31.5,13.7
11.4,18.1,23.7
28.7,14,0
0,0,17.8
13.5,43.9,0
0,0,19.4
0,33.3,0
26,26.3,5.2
8.2,17.7,45.4
0,0,50.5
14,14,14.1
3.3,39,21.1
5.9,12.6,25.5
1.5,17.6,37.6
0,31.5,0
0,0,39.9
7.4,22.8,7.3
2.8,23.8,49.3
0,22.4,16.5
0,28.7,14.5
12,16.2,3.8
5.6,42.4,18
20,9.8,0
0,28.8,38.4
0,57.3,14
0,33.3,33.3
0,0,0
6.6,20.5,38.9
8.2,12.1,35.7
0,0,30.2
2.8,23.2,12.4
2.8,43.3,18.2
9.6,31.9,19.4
0,4.7,24.1
0,66.7,0
14.4,14.4,28.1
0,16.8,16.8
7.3,32.7,12
0,17.8,0
7.2,28.5,21.5
7.9,43.1,4.6
8.4,33.6,8.2
12.5,36.9,6.2
4.3,18.3,32.4
0,7.3,21.9
9.5,9.3,29.4
12,37.7,31.4
0,40.7,18.4
7.6,0,45
12.8,8.2,46.9
0,50,0
7.2,24.5,28.5
5.3,9.1,36.2
0,24.2,9.9
14.5,29,14.7
6.4,31.9,20.2
0,0,0
31.3,0,28.2
12.1,32.2,10.6
7.8,14.2,57.5
11.1,37,16.3
11.3,0,23.8
0,0,25
9.3,28.3,37.8
5.8,41.7,20.6
5.7,18.2,16.7
16.7,16.7,0
11.9,25.7,19.4
0,40.4,19.3
0,33.3,16.7
11.4,27.6,20.8
9.6,0,34.3
9.1,33.8,10.1
11.1,42,10.3
13.6,24.7,29
8.2,22.7,17.9
25,0,0
11.5,11.3,44
5.2,16.1,20.8
0,51.5,0
7.2,33.3,17.7
13.1,36.3,14.6
0,20.8,18.7
3.5,15,35
7.3,33.6,18.2
0,41.6,27.9
17.5,0,17
9.3,25.3,20.3
17.2,34.4,18.7
7.2,43.2,14.6
16.8,29.1,30.5
10.3,45.6,11.4
2.6,34.2,26.2
10.5,13.9,26.2
0,16.5,0
0,18.4,43.3
9.3,33.1,18.3
8.4,56.1,8.3
9.8,34.8,29.1
14.1,27.5,25.4
10,24,31.4
7.8,22.3,30.5
0,18.3,33
0,0,0
0,14.3,7.1
5.8,38.5,22.5
0,25.7,0
0,50,0
9.8,19.7,53.1
0,0,25
0,0,41.8
0,0,32.4
0,34.7,17.3
0,32.8,33.4
0,0,47.8
0,0,0
0,0,49.1
0,29.8,0
0,33.3,0
15.1,23.4,15.6
12.1,29.9,14.3
0,21.2,21.3
0,0,0
13.3,15,46.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,49.3
0,0,56.9
8.5,17,23.3
0,0,57
15.9,17.3,33.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,19.8,59.8
7.2,40.9,22
7.9,25.2,15.8
0,13.7,57.5
4.2,8.8,61
0,0,42.9
8.2,25.9,32.9
0,0,0
5.5,11.7,47.4
22.4,22.4,21.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,17.3,33.2
0,33.1,34.3
47.1,23.6,5.5
10.6,25.2,31.9
11.4,11.3,32
0,25,50
2,31.1,21.4
1.8,18.1,66.3
0,0,52.3
0,48.8,0
0,100,0
0,0,0
0,40,0
0,0,19.8
0,0,0
0,100,0
4.7,32.1,43
0,0,25
0,0,48
0,0,0
0,0,75.4
0,0,49.3
39.7,16.4,8.1
5.4,19.3,25
0,38,0
3.4,9.8,54.5
0,25,0
6,23.6,47.7
0,0,67.4
0,30.5,46.7
25.4,0,0
5.4,12,47.3
0,0,0
0,0,33.3
0,0,0
2.9,34.2,28.7
11.6,33.2,27.4
0,24.8,25.5
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,33.3,66.7
17.3,8.5,9.1
13.3,6.5,54
6.4,13.8,63.1
11.2,0,77.1
0,21.1,0
0,0,0
0,50,0
0,40,20
N/A - division par 0,N/A - division par 0,N/A - division par 0
12.1,35.2,18.6
0,0,0
4.6,35.6,19.9
0,0,67.1
0,0,0
2.7,16.8,61.5
8.4,43.3,19.9
4.8,33.5,27.6
8.2,21.9,33.5
0,100,0
0,34.5,32.2
0,65.3,0
0,0,0
15.5,14.3,24
0,0,0
0,59.1,11.9
7.2,17.3,45.8
0,0,0
0,20.3,39
0,16.7,33.2
0,13.5,0
0,10.1,69.7
0,50.1,0
0,0,23.3
0,25,0
0,18.9,31.7
0,0,19.9
0,0,32.1
18.9,27.2,34.3
0,31.1,29.8
0,33.3,0
7.5,19.5,46
0,0,0
0,0,0
6.8,33.9,25.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.5,22.9,19.6
16.5,0,34.1
0,50,0
0,0,17.4
0,0,83.1
0,100,0
0,33.6,32.8
0,0,100
6.9,6.9,56.8
0,71,1.2
0,17.2,0
0,0,0
0,0,51.3
10.7,22.9,21.8
3.9,16.1,47.7
0,33.5,32.2
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,50,0
0,0,0
0,31.8,47.2
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,19.7,40.8
0,0,46.3
9.6,26.7,25.3
8.7,37.4,27.1
0,0,33.7
0,0,0
0,10.7,11.2
0,70.7,0
7.5,45.7,23.1
0,34.8,65.2
8.9,17.6,46.6
0,0,100
8.1,27.7,36
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
11.9,13.3,47.9
0,0,0
12.5,35.8,23.7
13.5,33.8,18.9
0,0,0
0,0,33.9
6.6,19.5,43.7
0,49.3,0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.8,25.9,37.9
0,17.6,19.4
0,0,63.3
0,0,0
0,40.4,29.7
0,0,18.6
0,0,50
0,38.9,0
0,5.7,66.8
0,0,100
0,100,0
0,61.2,0
0,0,28.5
0,15.2,54.3
0,49.3,8.5
0,36.8,9.2
0,0,0
0,32.6,32.6
N/A - division par 0,N/A - division par 0,N/A - division par 0
5.8,14.1,57.6
0,0,32.9
0,0,0
3.2,24.1,39.8
0,0,0
0,12.5,12.5
3.9,5.4,51.4
0,33.8,31.7
0,52.8,0
0,0,29
8.1,33,25.2
0,0,33.3
0,0,100
0,25.3,25.3
0,7.4,61.9
10.1,20.1,20.1
0,32.7,32.7
8.6,22.1,32.4
0,0,0
0,8.1,0
0,0,86
0,0,0
0,0,100
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.3,33.3,12.4
0,20.7,18.6
0,25.5,11.2
0,0,30.4
0,0,0
7.5,56.6,12.8
0,76.2,20.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,100
0,26.9,27.6
0,39.6,27.1
6.5,39,29.3
5.2,35.7,7.1
0,0,49.3
0,0,54.9
0,20.4,38.7
0,0,0
0,66.7,0
0,25.1,24.7
0,50,0
0,31.4,27
0,0,33.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,48.8,51.2
0,0,32.4
6.8,48.2,18.3
6.3,39.4,22.7
0,20.9,40.4
0,33.8,44
0,0,30.4
0,0,42.6
0,0,43.5
12.5,43.8,30.2
0,20.2,19.7
0,58,20.8
0,14.6,56.1
0,0,100
0,28.3,19.2
6.9,21.6,18.6
0,53.7,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
12.7,18.8,35.7
3.1,36.8,25.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,38.3
0,33.3,0
14.4,28.7,42.5
0,0,19.8
0,50,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
9.5,20.6,40.7
0,0,0
0,0,50.1
11.1,37.6,4.6
0,49.5,50.5
13.3,14.5,43.9
0,18.6,39.7
0,33.8,33.1
0,0,16.5
0,7.1,21.1
0,0,0
0,0,0
0,0,100
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,100
0,0,100
11.8,33.8,24.9
9.8,31.8,27.7
5.6,16.8,27.5
0,32.8,14.9
15.7,9.3,24.8
0,0,0
0,53.3,23
0,50,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,32.9
10.9,0,51.4
16.7,0,16.6
17.7,35.3,0
12.9,26.9,28.3
0,0,29.8
6.5,38.9,29
0,0,57.2
6.1,26.1,41.9
0,59.3,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
8.7,8.7,62.1
0,10.4,48.9
0,33.3,33.3
0,49.4,0
0,32.6,34.5
22.7,18.8,22.7
12.3,0,12.4
0,0,32.2
2.1,15,47.1
24.8,24.3,13.4
0,0,100
6.6,41.3,11.5
10.1,31.9,26.4
9.3,33,25.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
16.3,26,15.2
0,0,37.2
4.9,36.6,19.7
0,48,26
0,0,49.6
5.7,14.3,51.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,23.3,22.8
0,0,69.3
0,50.1,0
11.3,11.1,33.2
0,29.1,55.3
0,0,0
12.5,12.5,0
11.3,10.8,44.8
9.9,52,13
0,0,0
0,0,0
0,0,100
14.2,31.6,27.8
0,0,24
0,33.6,16.8
8.9,8.5,45.6
16,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,10.1,66.7
19.8,19.8,0
0,0,0
0,30.4,34.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,0,100
0,31.9,36.3
0,0,17.5
14.5,32,24.2
6.5,30.7,26.5
12.7,0,61.9
0,33.5,0
0,19.9,52.2
13.8,0,58.4
0,22.1,20
10.3,36.8,18
0,15.4,38.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,53.7,46.3
0,16.6,16.6
0,49.1,50.9
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,93.1
0,9.8,30.5
9.2,27.2,32.6
8.8,27.2,28.1
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,50.2,0
51.2,0,48.8
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,0
0,16.6,50.3
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,0,46.2
0,0,0
0,0,0
N/A - division par 0,N/A - division par 0,N/A - division par 0
0,16.2,67.6
11.3,0,0
5.6,19.3,49
0,14.3,28.6
0,8.6,36.9
